YYYY-MM-DD,hh:mm, Value
2012-05-23,--:--,     34.150
2012-05-24,--:--,     33.870
2012-05-25,--:--,     33.790
2012-05-26,--:--,     33.580
2012-05-27,--:--,     34.060
2012-05-28,--:--,     36.240
2012-05-29,--:--,     35.240
2012-05-30,--:--,     34.130
2012-05-31,--:--,     33.780
2012-06-01,--:--,     33.370
2012-06-02,--:--,     33.150
2012-06-03,--:--,     33.080
2012-06-04,--:--,     32.910
2012-06-05,--:--,     33.300
2012-06-06,--:--,     37.620
2012-06-07,--:--,     35.030
2012-06-08,--:--,     34.280
2012-06-09,--:--,     33.860
2012-06-10,--:--,     33.590
2012-06-11,--:--,     33.320
2012-06-12,--:--,     33.070
2012-06-13,--:--,     32.730
2012-06-14,--:--,     32.640
2012-06-15,--:--,     32.530
2012-06-16,--:--,     32.320
2012-06-17,--:--,     32.180
2012-06-18,--:--,     32.310
2012-06-19,--:--,     33.960
2012-06-20,--:--,     32.650
2012-06-21,--:--,     33.550
2012-06-22,--:--,     33.070
2012-06-23,--:--,     32.630
2012-06-24,--:--,     32.620
2012-06-25,--:--,     32.430
2012-06-26,--:--,     32.220
2012-06-27,--:--,     32.100
2012-06-28,--:--,     31.970
2012-06-29,--:--,     31.710
2012-06-30,--:--,     31.460
2012-07-01,--:--,     31.270
2012-07-02,--:--,     31.190
2012-07-03,--:--,     31.510
2012-07-04,--:--,     31.800
2012-07-05,--:--,     31.310
2012-07-06,--:--,     31.150
2012-07-07,--:--,     30.920
2012-07-08,--:--,     30.700
2012-07-09,--:--,     30.550
2012-07-10,--:--,     30.390
2012-07-11,--:--,     30.310
2012-07-12,--:--,     30.260
2012-07-13,--:--,     30.220
2012-07-14,--:--,     30.000
2012-07-15,--:--,     31.420
2012-07-16,--:--,     37.890
2012-07-17,--:--,     36.760
2012-07-18,--:--,     34.000
2012-07-19,--:--,     33.310
2012-07-20,--:--,     32.750
2012-07-21,--:--,     32.510
2012-07-22,--:--,     32.570
2012-07-23,--:--,     38.410
2012-07-24,--:--,     46.200
2012-07-25,--:--,     43.450
2012-07-26,--:--,     40.840
2012-07-27,--:--,     39.150
2012-07-28,--:--,     38.180
2012-07-29,--:--,     37.970
2012-07-30,--:--,     43.340
2012-07-31,--:--,     57.050
2012-08-01,--:--,     51.000
2012-08-02,--:--,     47.510
2012-08-03,--:--,     46.100
2012-08-04,--:--,     44.810
2012-08-05,--:--,     44.390
2012-08-06,--:--,     43.110
2012-08-07,--:--,     42.370
2012-08-08,--:--,     43.390
2012-08-09,--:--,     42.040
2012-08-10,--:--,     41.260
2012-08-11,--:--,     40.560
2012-08-12,--:--,     45.340
2012-08-13,--:--,     46.820
2012-08-14,--:--,     44.900
2012-08-15,--:--,     43.990
2012-08-16,--:--,     44.510
2012-08-17,--:--,     43.170
2012-08-18,--:--,     42.540
2012-08-19,--:--,     42.020
2012-08-20,--:--,     42.910
2012-08-21,--:--,     42.130
2012-08-22,--:--,     41.300
2012-08-23,--:--,     40.730
2012-08-24,--:--,     40.220
2012-08-25,--:--,     39.930
2012-08-26,--:--,     39.560
2012-08-27,--:--,     39.410
2012-08-28,--:--,     39.180
2012-08-29,--:--,     38.740
2012-08-30,--:--,     38.360
2012-08-31,--:--,     38.270
2012-09-01,--:--,     37.730
2012-09-02,--:--,     37.440
2012-09-03,--:--,     40.320
2012-09-04,--:--,     42.000
2012-09-05,--:--,     39.010
2012-09-06,--:--,     38.260
2012-09-07,--:--,     37.930
2012-09-08,--:--,     37.770
2012-09-09,--:--,     37.970
2012-09-10,--:--,     37.940
2012-09-11,--:--,     37.340
2012-09-12,--:--,     37.000
2012-09-13,--:--,     36.590
2012-09-14,--:--,     36.380
2012-09-15,--:--,     36.300
2012-09-16,--:--,     45.350
2012-09-17,--:--,     50.660
2012-09-18,--:--,     44.440
2012-09-19,--:--,     42.450
2012-09-20,--:--,     41.420
2012-09-21,--:--,     40.450
2012-09-22,--:--,     39.890
2012-09-23,--:--,     39.410
2012-09-24,--:--,     39.040
2012-09-25,--:--,     38.620
2012-09-26,--:--,     38.350
2012-09-27,--:--,     38.490
2012-09-28,--:--,     38.080
2012-09-29,--:--,     37.710
2012-09-30,--:--,     37.410
2012-10-01,--:--,     37.330
2012-10-02,--:--,     37.020
2012-10-03,--:--,     36.710
2012-10-04,--:--,     36.540
2012-10-05,--:--,     36.180
2012-10-06,--:--,     36.050
2012-10-07,--:--,     35.620
2012-10-08,--:--,     35.600
2012-10-09,--:--,     37.510
2012-10-10,--:--,     35.890
2012-10-11,--:--,     35.440
2012-10-12,--:--,     35.090
2012-10-13,--:--,     37.060
2012-10-14,--:--,     36.960
2012-10-15,--:--,     35.580
2012-10-16,--:--,     35.070
2012-10-17,--:--,     34.860
2012-10-18,--:--,     35.340
2012-10-19,--:--,     34.990
2012-10-20,--:--,     34.400
2012-10-21,--:--,     34.570
2012-10-22,--:--,     35.990
2012-10-23,--:--,     34.850
2012-10-24,--:--,     34.270
2012-10-25,--:--,     34.180
2012-10-26,--:--,     34.020
2012-10-27,--:--,     33.800
2012-10-28,--:--,     33.580
2012-10-29,--:--,     33.380
2012-10-30,--:--,     33.060
2012-10-31,--:--,     32.920
2012-11-01,--:--,     32.810
2012-11-02,--:--,     32.560
2012-11-03,--:--,     32.560
2012-11-04,--:--,     32.420
2012-11-05,--:--,     32.070
2012-11-06,--:--,     31.780
2012-11-07,--:--,     31.490
2012-11-08,--:--,     31.300
2012-11-09,--:--,     31.230
2012-11-10,--:--,     31.100
2012-11-11,--:--,     30.960
2012-11-12,--:--,     31.050
2012-11-13,--:--,     31.130
2012-11-14,--:--,     31.000
2012-11-15,--:--,     30.910
2012-11-16,--:--,     30.830
2012-11-17,--:--,     30.960
2012-11-18,--:--,     31.080
2012-11-19,--:--,     30.570
2012-11-20,--:--,     30.210
2012-11-21,--:--,     29.950
2012-11-22,--:--,     29.950
2012-11-23,--:--,     29.750
2012-11-24,--:--,     29.810
2012-11-25,--:--,     29.600
2012-11-26,--:--,     29.480
2012-11-27,--:--,     29.360
2012-11-28,--:--,     29.180
2012-11-29,--:--,     29.120
2012-11-30,--:--,     29.060
2012-12-01,--:--,     28.770
2012-12-02,--:--,     28.670
2012-12-03,--:--,     28.690
2012-12-04,--:--,     28.390
2012-12-05,--:--,     28.880
2012-12-06,--:--,     29.640
2012-12-07,--:--,     31.490
2012-12-08,--:--,     29.800
2012-12-09,--:--,     29.420
2012-12-10,--:--,     29.060
2012-12-11,--:--,     28.940
2012-12-12,--:--,     28.810
2012-12-13,--:--,     30.130
2012-12-14,--:--,     29.730
2012-12-15,--:--,     29.400
2012-12-16,--:--,     28.950
2012-12-17,--:--,     28.810
2012-12-18,--:--,     28.910
2012-12-19,--:--,     28.740
2012-12-20,--:--,     28.440
2012-12-21,--:--,     28.480
2012-12-22,--:--,     28.680
2012-12-23,--:--,     28.680
2012-12-24,--:--,     28.770
2012-12-25,--:--,     30.040
2012-12-26,--:--,     30.500
2012-12-27,--:--,     30.100
2012-12-28,--:--,     29.790
2012-12-29,--:--,     29.480
2012-12-30,--:--,     29.950
2012-12-31,--:--,     30.040
2013-01-01,--:--,     29.170
2013-01-02,--:--,     28.810
2013-01-03,--:--,     28.730
2013-01-04,--:--,     28.570
2013-01-05,--:--,     28.250
2013-01-06,--:--,     28.240
2013-01-07,--:--,     28.450
2013-01-08,--:--,     27.770
2013-01-09,--:--,     27.430
2013-01-10,--:--,     26.970
2013-01-11,--:--,     26.870
2013-01-12,--:--,     26.860
2013-01-13,--:--,     26.850
2013-01-14,--:--,     26.930
2013-01-15,--:--,     27.100
2013-01-16,--:--,     27.120
2013-01-17,--:--,     26.720
2013-01-18,--:--,     26.610
2013-01-19,--:--,     26.290
2013-01-20,--:--,     26.300
2013-01-21,--:--,     25.930
2013-01-22,--:--,     25.760
2013-01-23,--:--,     25.660
2013-01-24,--:--,     25.710
2013-01-25,--:--,     25.550
2013-01-26,--:--,     25.360
2013-01-27,--:--,     25.320
2013-01-28,--:--,     25.280
2013-01-29,--:--,     25.170
2013-01-30,--:--,     25.160
2013-01-31,--:--,     25.240
2013-02-01,--:--,     25.090
2013-02-02,--:--,     25.250
2013-02-03,--:--,     25.230
2013-02-04,--:--,     25.920
2013-02-05,--:--,     29.550
2013-02-06,--:--,     25.190
2013-02-07,--:--,     24.700
2013-02-08,--:--,     24.400
2013-02-09,--:--,     24.190
2013-02-10,--:--,     24.030
2013-02-11,--:--,     23.760
2013-02-12,--:--,     23.980
2013-02-13,--:--,     23.740
2013-02-14,--:--,     23.920
2013-02-15,--:--,     23.640
2013-02-16,--:--,     23.710
2013-02-17,--:--,     23.420
2013-02-18,--:--,     23.400
2013-02-19,--:--,     23.300
2013-02-20,--:--,     23.210
2013-02-21,--:--,     23.350
2013-02-22,--:--,     23.170
2013-02-23,--:--,     23.200
2013-02-24,--:--,     22.980
2013-02-25,--:--,     22.930
2013-02-26,--:--,     22.930
2013-02-27,--:--,     22.900
2013-02-28,--:--,     22.880
2013-03-01,--:--,     22.860
2013-03-02,--:--,     22.730
2013-03-03,--:--,     22.750
2013-03-04,--:--,     22.690
2013-03-05,--:--,     22.670
2013-03-06,--:--,     22.600
2013-03-07,--:--,     22.520
2013-03-08,--:--,     22.530
2013-03-09,--:--,     22.380
2013-03-10,--:--,     22.610
2013-03-11,--:--,     22.340
2013-03-12,--:--,     22.270
2013-03-13,--:--,     22.400
2013-03-14,--:--,     22.130
2013-03-15,--:--,     22.130
2013-03-16,--:--,     22.370
2013-03-17,--:--,     23.220
2013-03-18,--:--,     24.530
2013-03-19,--:--,     23.790
2013-03-20,--:--,     23.310
2013-03-21,--:--,     22.990
2013-03-22,--:--,     22.980
2013-03-23,--:--,     22.930
2013-03-24,--:--,     22.840
2013-03-25,--:--,     22.780
2013-03-26,--:--,     22.820
2013-03-27,--:--,     22.470
2013-03-28,--:--,     22.230
2013-03-29,--:--,     22.960
2013-03-30,--:--,     22.590
2013-03-31,--:--,     22.780
2013-04-01,--:--,     22.960
2013-04-02,--:--,     22.860
2013-04-03,--:--,     22.970
2013-04-04,--:--,     23.170
2013-04-05,--:--,     23.630
2013-04-06,--:--,     23.270
2013-04-07,--:--,     22.960
2013-04-08,--:--,     22.900
2013-04-09,--:--,     22.710
2013-04-10,--:--,     22.570
2013-04-11,--:--,     22.400
2013-04-12,--:--,     22.540
2013-04-13,--:--,     22.560
2013-04-14,--:--,     22.560
2013-04-15,--:--,     22.700
2013-04-16,--:--,     28.170
2013-04-17,--:--,     37.230
2013-04-18,--:--,     29.470
2013-04-19,--:--,     27.110
2013-04-20,--:--,     27.050
2013-04-21,--:--,     33.370
2013-04-22,--:--,     43.920
2013-04-23,--:--,     36.250
2013-04-24,--:--,     32.260
2013-04-25,--:--,     30.660
2013-04-26,--:--,     29.460
2013-04-27,--:--,     28.800
2013-04-28,--:--,     28.080
2013-04-29,--:--,     27.620
2013-04-30,--:--,     27.280
2013-05-01,--:--,     26.840
2013-05-02,--:--,     26.470
2013-05-03,--:--,     26.310
2013-05-04,--:--,     26.230
2013-05-05,--:--,     27.800
2013-05-06,--:--,     27.530
2013-05-07,--:--,     26.880
2013-05-08,--:--,     26.120
2013-05-09,--:--,     25.950
2013-05-10,--:--,     25.950
2013-05-11,--:--,     25.670
2013-05-12,--:--,     25.380
2013-05-13,--:--,     25.320
2013-05-14,--:--,     25.170
2013-05-15,--:--,     25.110
2013-05-16,--:--,     25.460
2013-05-17,--:--,     24.990
2013-05-18,--:--,     29.280
2013-05-19,--:--,     27.220
2013-05-20,--:--,     26.830
2013-05-21,--:--,     26.180
2013-05-22,--:--,     26.110
2013-05-23,--:--,     26.720
2013-05-24,--:--,     26.000
2013-05-25,--:--,     26.420
2013-05-26,--:--,     33.660
2013-05-27,--:--,     30.180
2013-05-28,--:--,     29.160
2013-05-29,--:--,     28.120
2013-05-30,--:--,     27.470
2013-05-31,--:--,     27.220
2013-06-01,--:--,     27.010
2013-06-02,--:--,     26.680
2013-06-03,--:--,     26.530
2013-06-04,--:--,     27.350
2013-06-05,--:--,     32.320
2013-06-06,--:--,     28.580
2013-06-07,--:--,     27.690
2013-06-08,--:--,     26.700
2013-06-09,--:--,     29.660
2013-06-10,--:--,     35.340
2013-06-11,--:--,     31.930
2013-06-12,--:--,     31.080
2013-06-13,--:--,     30.400
2013-06-14,--:--,     29.900
2013-06-15,--:--,     29.260
2013-06-16,--:--,     32.160
2013-06-17,--:--,     42.070
2013-06-18,--:--,     36.190
2013-06-19,--:--,     37.510
2013-06-20,--:--,     36.080
2013-06-21,--:--,     34.990
2013-06-22,--:--,     33.890
2013-06-23,--:--,     32.980
2013-06-24,--:--,     32.280
2013-06-25,--:--,     31.800
2013-06-26,--:--,     31.350
2013-06-27,--:--,     30.880
2013-06-28,--:--,     30.530
2013-06-29,--:--,     29.970
2013-06-30,--:--,     29.630
2013-07-01,--:--,     29.450
2013-07-02,--:--,     29.200
2013-07-03,--:--,     28.910
2013-07-04,--:--,     29.010
2013-07-05,--:--,     28.600
2013-07-06,--:--,     28.500
2013-07-07,--:--,     28.210
2013-07-08,--:--,     28.080
2013-07-09,--:--,     27.800
2013-07-10,--:--,     29.650
2013-07-11,--:--,     28.300
2013-07-12,--:--,     30.840
2013-07-13,--:--,     29.890
2013-07-14,--:--,     29.330
2013-07-15,--:--,     28.640
2013-07-16,--:--,     27.980
2013-07-17,--:--,     27.680
2013-07-18,--:--,     27.620
2013-07-19,--:--,     27.460
2013-07-20,--:--,     27.260
2013-07-21,--:--,     27.110
2013-07-22,--:--,     27.080
2013-07-23,--:--,     27.060
2013-07-24,--:--,     27.140
2013-07-25,--:--,     27.010
2013-07-26,--:--,     26.740
2013-07-27,--:--,     26.470
2013-07-28,--:--,     26.330
2013-07-29,--:--,     26.290
2013-07-30,--:--,     26.150
2013-07-31,--:--,     25.990
2013-08-01,--:--,     25.940
2013-08-02,--:--,     25.980
2013-08-03,--:--,     25.970
2013-08-04,--:--,     25.760
2013-08-05,--:--,     25.610
2013-08-06,--:--,     25.490
2013-08-07,--:--,     25.350
2013-08-08,--:--,     25.380
2013-08-09,--:--,     25.200
2013-08-10,--:--,     25.860
2013-08-11,--:--,     25.820
2013-08-12,--:--,     25.500
2013-08-13,--:--,     25.320
2013-08-14,--:--,     25.160
2013-08-15,--:--,     25.100
2013-08-16,--:--,     24.980
2013-08-17,--:--,     27.830
2013-08-18,--:--,     26.360
2013-08-19,--:--,     25.750
2013-08-20,--:--,     25.560
2013-08-21,--:--,     25.700
2013-08-22,--:--,     31.750
2013-08-23,--:--,     30.280
2013-08-24,--:--,     28.140
2013-08-25,--:--,     27.800
2013-08-26,--:--,     28.050
2013-08-27,--:--,     27.470
2013-08-28,--:--,     27.150
2013-08-29,--:--,     27.030
2013-08-30,--:--,     29.200
2013-08-31,--:--,     27.950
2013-09-01,--:--,     27.240
2013-09-02,--:--,     26.930
2013-09-03,--:--,     26.790
2013-09-04,--:--,     26.630
2013-09-05,--:--,     26.600
2013-09-06,--:--,     26.240
2013-09-07,--:--,     26.300
2013-09-08,--:--,     26.360
2013-09-09,--:--,     26.260
2013-09-10,--:--,     26.140
2013-09-11,--:--,     26.110
2013-09-12,--:--,     27.040
2013-09-13,--:--,     27.610
2013-09-14,--:--,     27.670
2013-09-15,--:--,     27.120
2013-09-16,--:--,     27.570
2013-09-17,--:--,     26.810
2013-09-18,--:--,     26.370
2013-09-19,--:--,     26.210
2013-09-20,--:--,     27.610
2013-09-21,--:--,     28.260
2013-09-22,--:--,     30.470
2013-09-23,--:--,     29.950
2013-09-24,--:--,     29.510
2013-09-25,--:--,     35.610
2013-09-26,--:--,     33.880
2013-09-27,--:--,     32.430
2013-09-28,--:--,     31.550
2013-09-29,--:--,     30.910
2013-09-30,--:--,     31.280
2013-10-01,--:--,     31.030
2013-10-02,--:--,     30.130
2013-10-03,--:--,     29.820
2013-10-04,--:--,     29.470
2013-10-05,--:--,     29.360
2013-10-06,--:--,     29.050
2013-10-07,--:--,     28.920
2013-10-08,--:--,     28.860
2013-10-09,--:--,     29.000
2013-10-10,--:--,     28.630
2013-10-11,--:--,     28.980
2013-10-12,--:--,     29.240
2013-10-13,--:--,     28.560
2013-10-14,--:--,     28.260
2013-10-15,--:--,     28.930
2013-10-16,--:--,     28.600
2013-10-17,--:--,     27.990
2013-10-18,--:--,     27.680
2013-10-19,--:--,     27.520
2013-10-20,--:--,     27.230
2013-10-21,--:--,     27.140
2013-10-22,--:--,     27.020
2013-10-23,--:--,     26.810
2013-10-24,--:--,     26.530
2013-10-25,--:--,     26.430
2013-10-26,--:--,     26.330
2013-10-27,--:--,     26.150
2013-10-28,--:--,     25.930
2013-10-29,--:--,     25.650
2013-10-30,--:--,     25.480
2013-10-31,--:--,     25.450
2013-11-01,--:--,     26.160
2013-11-02,--:--,     25.510
2013-11-03,--:--,     25.070
2013-11-04,--:--,     24.960
2013-11-05,--:--,     24.880
2013-11-06,--:--,     30.040
2013-11-07,--:--,     29.500
2013-11-08,--:--,     30.270
2013-11-09,--:--,     28.910
2013-11-10,--:--,     28.290
2013-11-11,--:--,     27.670
2013-11-12,--:--,     26.940
2013-11-13,--:--,     26.570
2013-11-14,--:--,     26.400
2013-11-15,--:--,     25.980
2013-11-16,--:--,     25.940
2013-11-17,--:--,     25.710
2013-11-18,--:--,     25.680
2013-11-19,--:--,     26.000
2013-11-20,--:--,     25.970
2013-11-21,--:--,     25.690
2013-11-22,--:--,     25.400
2013-11-23,--:--,     25.310
2013-11-24,--:--,     25.200
2013-11-25,--:--,     25.010
2013-11-26,--:--,     25.140
2013-11-27,--:--,     25.330
2013-11-28,--:--,     26.470
2013-11-29,--:--,     25.830
2013-11-30,--:--,     25.630
2013-12-01,--:--,     25.230
2013-12-02,--:--,     24.740
2013-12-03,--:--,     24.590
2013-12-04,--:--,     25.480
2013-12-05,--:--,     31.950
2013-12-06,--:--,     37.440
2013-12-07,--:--,     30.310
2013-12-08,--:--,     28.230
2013-12-09,--:--,     27.640
2013-12-10,--:--,     26.810
2013-12-11,--:--,     26.210
2013-12-12,--:--,     26.030
2013-12-13,--:--,     25.580
2013-12-14,--:--,     25.200
2013-12-15,--:--,     25.150
2013-12-16,--:--,     24.860
2013-12-17,--:--,     24.760
2013-12-18,--:--,     24.470
2013-12-19,--:--,     24.300
2013-12-20,--:--,     24.730
2013-12-21,--:--,     23.840
2013-12-22,--:--,     23.730
2013-12-23,--:--,     23.560
2013-12-24,--:--,     23.470
2013-12-25,--:--,     23.650
2013-12-26,--:--,     23.450
2013-12-27,--:--,     24.150
2013-12-28,--:--,     24.750
2013-12-29,--:--,     26.800
2013-12-30,--:--,     28.700
2013-12-31,--:--,     26.300
2014-01-01,--:--,     25.530
2014-01-02,--:--,     25.200
2014-01-03,--:--,     24.880
2014-01-04,--:--,     24.670
2014-01-05,--:--,     24.390
2014-01-06,--:--,     24.220
2014-01-07,--:--,     23.860
2014-01-08,--:--,     23.730
2014-01-09,--:--,     23.820
2014-01-10,--:--,     23.870
2014-01-11,--:--,     23.560
2014-01-12,--:--,     23.170
2014-01-13,--:--,     22.980
2014-01-14,--:--,     22.880
2014-01-15,--:--,     22.570
2014-01-16,--:--,     22.510
2014-01-17,--:--,     22.480
2014-01-18,--:--,     22.110
2014-01-19,--:--,     21.890
2014-01-20,--:--,     22.090
2014-01-21,--:--,     24.780
2014-01-22,--:--,     23.770
2014-01-23,--:--,     23.100
2014-01-24,--:--,     22.660
2014-01-25,--:--,     22.200
2014-01-26,--:--,     22.290
2014-01-27,--:--,     23.290
2014-01-28,--:--,     22.630
2014-01-29,--:--,     22.250
2014-01-30,--:--,     22.110
2014-01-31,--:--,     22.110
2014-02-01,--:--,     22.010
2014-02-02,--:--,     21.900
2014-02-03,--:--,     21.600
2014-02-04,--:--,     21.520
2014-02-05,--:--,     21.520
2014-02-06,--:--,     21.460
2014-02-07,--:--,     21.250
2014-02-08,--:--,     25.650
2014-02-09,--:--,     24.730
2014-02-10,--:--,     23.010
2014-02-11,--:--,     22.750
2014-02-12,--:--,     22.520
2014-02-13,--:--,     22.220
2014-02-14,--:--,     22.080
2014-02-15,--:--,     21.910
2014-02-16,--:--,     21.630
2014-02-17,--:--,     21.710
2014-02-18,--:--,     21.720
2014-02-19,--:--,     21.330
2014-02-20,--:--,     21.310
2014-02-21,--:--,     21.340
2014-02-22,--:--,     21.880
2014-02-23,--:--,     21.880
2014-02-24,--:--,     21.310
2014-02-25,--:--,     21.090
2014-02-26,--:--,     20.990
2014-02-27,--:--,     20.960
2014-02-28,--:--,     20.970
2014-03-01,--:--,     20.920
2014-03-02,--:--,     20.920
2014-03-03,--:--,     20.890
2014-03-04,--:--,     20.900
2014-03-05,--:--,     20.790
2014-03-06,--:--,     20.520
2014-03-07,--:--,     20.300
2014-03-08,--:--,     20.210
2014-03-09,--:--,     20.180
2014-03-10,--:--,     20.160
2014-03-11,--:--,     20.070
2014-03-12,--:--,     20.100
2014-03-13,--:--,     20.070
2014-03-14,--:--,     20.280
2014-03-15,--:--,     21.800
2014-03-16,--:--,     27.050
2014-03-17,--:--,     24.740
2014-03-18,--:--,     23.180
2014-03-19,--:--,     22.630
2014-03-20,--:--,     22.260
2014-03-21,--:--,     22.100
2014-03-22,--:--,     21.910
2014-03-23,--:--,     21.850
2014-03-24,--:--,     21.870
2014-03-25,--:--,     22.110
2014-03-26,--:--,     21.740
2014-03-27,--:--,     21.580
2014-03-28,--:--,     21.330
2014-03-29,--:--,     21.400
2014-03-30,--:--,     21.280
2014-03-31,--:--,     21.250
2014-04-01,--:--,     21.180
2014-04-02,--:--,     21.120
2014-04-03,--:--,     21.160
2014-04-04,--:--,     21.090
2014-04-05,--:--,     21.330
2014-04-06,--:--,     21.110
2014-04-07,--:--,     20.990
2014-04-08,--:--,     21.090
2014-04-09,--:--,     21.110
2014-04-10,--:--,     22.330
2014-04-11,--:--,     23.780
2014-04-12,--:--,     23.070
2014-04-13,--:--,     22.250
2014-04-14,--:--,     21.980
2014-04-15,--:--,     22.000
2014-04-16,--:--,     22.150
2014-04-17,--:--,     29.620
2014-04-18,--:--,     48.430
2014-04-19,--:--,     49.960
2014-04-20,--:--,     39.990
2014-04-21,--:--,     36.540
2014-04-22,--:--,     33.890
2014-04-23,--:--,     32.300
2014-04-24,--:--,     31.160
2014-04-25,--:--,     30.450
2014-04-26,--:--,     29.800
2014-04-27,--:--,     29.200
2014-04-28,--:--,     29.120
2014-04-29,--:--,     28.710
2014-04-30,--:--,     28.190
2014-05-01,--:--,     27.700
2014-05-02,--:--,     27.240
2014-05-03,--:--,     26.940
2014-05-04,--:--,     26.710
2014-05-05,--:--,     26.630
2014-05-06,--:--,     27.390
2014-05-07,--:--,     26.510
2014-05-08,--:--,     26.400
2014-05-09,--:--,     26.900
2014-05-10,--:--,     26.500
2014-05-11,--:--,     26.070
2014-05-12,--:--,     25.830
2014-05-13,--:--,     25.640
2014-05-14,--:--,     26.040
2014-05-15,--:--,     25.910
2014-05-16,--:--,     25.640
2014-05-17,--:--,     25.310
2014-05-18,--:--,     25.190
2014-05-19,--:--,     24.980
2014-05-20,--:--,     24.890
2014-05-21,--:--,     24.930
2014-05-22,--:--,     24.950
2014-05-23,--:--,     24.860
2014-05-24,--:--,     24.930
2014-05-25,--:--,     25.940
2014-05-26,--:--,     25.590
2014-05-27,--:--,     25.080
2014-05-28,--:--,     24.620
2014-05-29,--:--,     24.550
2014-05-30,--:--,     25.930
2014-05-31,--:--,     25.310
2014-06-01,--:--,     24.790
2014-06-02,--:--,     24.500
2014-06-03,--:--,     24.490
2014-06-04,--:--,     24.490
2014-06-05,--:--,     24.060
2014-06-06,--:--,     23.570
2014-06-07,--:--,     23.520
2014-06-08,--:--,     23.630
2014-06-09,--:--,     24.030
2014-06-10,--:--,     25.850
2014-06-11,--:--,     30.070
2014-06-12,--:--,     35.890
2014-06-13,--:--,     31.860
2014-06-14,--:--,     29.810
2014-06-15,--:--,     28.680
2014-06-16,--:--,     28.160
2014-06-17,--:--,     30.020
2014-06-18,--:--,     28.270
2014-06-19,--:--,     27.920
2014-06-20,--:--,     27.300
2014-06-21,--:--,     26.830
2014-06-22,--:--,     26.650
2014-06-23,--:--,     26.230
2014-06-24,--:--,     26.540
2014-06-25,--:--,     26.420
2014-06-26,--:--,     32.610
2014-06-27,--:--,     29.820
2014-06-28,--:--,     28.750
2014-06-29,--:--,     27.910
2014-06-30,--:--,     27.970
2014-07-01,--:--,     29.440
2014-07-02,--:--,     28.450
2014-07-03,--:--,     28.130
2014-07-04,--:--,     27.670
2014-07-05,--:--,     27.480
2014-07-06,--:--,     27.090
2014-07-07,--:--,     26.640
2014-07-08,--:--,     26.470
2014-07-09,--:--,     26.440
2014-07-10,--:--,     26.180
2014-07-11,--:--,     26.490
2014-07-12,--:--,     27.180
2014-07-13,--:--,     30.430
2014-07-14,--:--,     28.210
2014-07-15,--:--,     27.560
2014-07-16,--:--,     27.160
2014-07-17,--:--,     26.960
2014-07-18,--:--,     26.730
2014-07-19,--:--,     26.490
2014-07-20,--:--,     26.460
2014-07-21,--:--,     26.340
2014-07-22,--:--,     26.050
2014-07-23,--:--,     25.750
2014-07-24,--:--,     25.480
2014-07-25,--:--,     25.360
2014-07-26,--:--,     25.150
2014-07-27,--:--,     25.010
2014-07-28,--:--,     24.850
2014-07-29,--:--,     24.730
2014-07-30,--:--,     24.800
2014-07-31,--:--,     24.500
2014-08-01,--:--,     24.080
2014-08-02,--:--,     25.170
2014-08-03,--:--,     26.400
2014-08-04,--:--,     26.270
2014-08-05,--:--,     27.140
2014-08-06,--:--,     26.070
2014-08-07,--:--,     26.430
2014-08-08,--:--,     26.200
2014-08-09,--:--,     25.570
2014-08-10,--:--,     25.600
2014-08-11,--:--,     25.470
2014-08-12,--:--,     25.590
2014-08-13,--:--,     25.520
2014-08-14,--:--,     25.610
2014-08-15,--:--,     25.460
2014-08-16,--:--,     25.210
2014-08-17,--:--,     24.990
2014-08-18,--:--,     24.720
2014-08-19,--:--,     24.840
2014-08-20,--:--,     31.020
2014-08-21,--:--,     30.260
2014-08-22,--:--,     27.500
2014-08-23,--:--,     26.870
2014-08-24,--:--,     26.460
2014-08-25,--:--,     26.310
2014-08-26,--:--,     26.120
2014-08-27,--:--,     25.970
2014-08-28,--:--,     25.640
2014-08-29,--:--,     25.570
2014-08-30,--:--,     25.390
2014-08-31,--:--,     25.420
2014-09-01,--:--,     25.540
2014-09-02,--:--,     25.410
2014-09-03,--:--,     25.330
2014-09-04,--:--,     25.290
2014-09-05,--:--,     25.710
2014-09-06,--:--,     26.900
2014-09-07,--:--,     25.640
2014-09-08,--:--,     25.400
2014-09-09,--:--,     25.370
2014-09-10,--:--,     25.350
2014-09-11,--:--,     25.520
2014-09-12,--:--,     25.860
2014-09-13,--:--,     35.670
2014-09-14,--:--,     36.910
2014-09-15,--:--,     32.140
2014-09-16,--:--,     30.930
2014-09-17,--:--,     30.270
2014-09-18,--:--,     29.610
2014-09-19,--:--,     31.270
2014-09-20,--:--,     30.390
2014-09-21,--:--,     29.770
2014-09-22,--:--,     29.590
2014-09-23,--:--,     28.940
2014-09-24,--:--,     28.900
2014-09-25,--:--,     28.440
2014-09-26,--:--,     28.300
2014-09-27,--:--,     28.050
2014-09-28,--:--,     28.630
2014-09-29,--:--,     27.880
2014-09-30,--:--,     27.660
2014-10-01,--:--,     27.430
2014-10-02,--:--,     27.250
2014-10-03,--:--,     27.450
2014-10-04,--:--,     27.280
2014-10-05,--:--,     27.090
2014-10-06,--:--,     27.020
2014-10-07,--:--,     26.860
2014-10-08,--:--,     26.610
2014-10-09,--:--,     26.780
2014-10-10,--:--,     26.550
2014-10-11,--:--,     26.470
2014-10-12,--:--,     26.210
